"Parameter1","Value1","Parameter2","Value2","MSE","runtime_training","runtime_prediction"
"num.trees",65,"sample.fraction",0.36,616006198.083187,0.070000000001528,0.0100000000002183
"num.trees",65,"sample.fraction",0.37,684571909.857808,0.0399999999990541,0.00999999999839929
"num.trees",65,"sample.fraction",0.38,648510187.35057,0.0499999999992724,0.0300000000006548
"num.trees",65,"sample.fraction",0.39,633483617.081817,0.0600000000013097,0.0100000000002183
"num.trees",65,"sample.fraction",0.4,653952523.389305,0.0499999999992724,0.0299999999988358
"num.trees",65,"sample.fraction",0.41,641991814.640393,0.0599999999994907,0.0100000000002183
"num.trees",65,"sample.fraction",0.42,698693921.924898,0.0500000000010914,0.0200000000004366
"num.trees",65,"sample.fraction",0.43,627837649.460333,0.0499999999992724,0.0100000000002183
"num.trees",65,"sample.fraction",0.44,662842981.367674,0.0599999999994907,0.0200000000004366
"num.trees",65,"sample.fraction",0.45,673136806.906,0.0500000000010914,0.0200000000004366
"num.trees",65,"sample.fraction",0.46,619342962.665391,0.0600000000013097,0.0300000000006548
"num.trees",65,"sample.fraction",0.47,605985494.651132,0.100000000000364,0.0299999999988358
"num.trees",65,"sample.fraction",0.48,602183788.778861,0.0599999999994907,0.0300000000006548
"num.trees",65,"sample.fraction",0.49,614783981.113215,0.0799999999999272,0.0200000000004366
"num.trees",65,"sample.fraction",0.5,635163702.662259,0.0599999999994907,0.0300000000006548
"num.trees",65,"sample.fraction",0.51,599517056.898383,0.0599999999994907,0.0200000000004366
"num.trees",65,"sample.fraction",0.52,605901843.50777,0.0799999999999272,0.0299999999988358
"num.trees",65,"sample.fraction",0.53,588714425.310129,0.069999999999709,0.0199999999986176
"num.trees",65,"sample.fraction",0.54,616692874.199226,0.0799999999999272,0.0299999999988358
"num.trees",65,"sample.fraction",0.55,579190507.864699,0.069999999999709,0.0300000000006548
"num.trees",65,"sample.fraction",0.56,579236490.528426,0.0800000000017462,0.0300000000006548
"num.trees",65,"sample.fraction",0.57,634111035.332222,0.0799999999999272,0.0100000000002183
"num.trees",65,"sample.fraction",0.58,565266735.004853,0.0900000000001455,0.0200000000004366
"num.trees",65,"sample.fraction",0.59,632269194.385733,0.0799999999999272,0.0299999999988358
"num.trees",65,"sample.fraction",0.6,612541911.521072,0.069999999999709,0.0299999999988358
"num.trees",65,"sample.fraction",0.61,605293884.899479,0.069999999999709,0.0200000000004366
"num.trees",65,"sample.fraction",0.62,611468506.008024,0.069999999999709,0.0300000000006548
"num.trees",65,"sample.fraction",0.63,594037847.428465,0.0600000000013097,0.0200000000004366
"num.trees",65,"sample.fraction",0.64,565982904.940513,0.070000000001528,0.0100000000002183
"num.trees",65,"sample.fraction",0.65,587991683.813975,0.0599999999994907,0.0299999999988358
"num.trees",65,"sample.fraction",0.66,595337364.124122,0.0799999999999272,0.0299999999988358
"num.trees",65,"sample.fraction",0.67,610387793.528681,0.0799999999999272,0.0100000000002183
"num.trees",65,"sample.fraction",0.68,624551306.999211,0.0599999999994907,0.0200000000004366
"num.trees",65,"sample.fraction",0.69,544766479.508688,0.100000000000364,0.0100000000002183
"num.trees",65,"sample.fraction",0.7,570676042.986823,0.0599999999994907,0.0300000000006548
"num.trees",65,"sample.fraction",0.71,566056912.020166,0.0799999999999272,0.0300000000006548
"num.trees",65,"sample.fraction",0.72,602019949.567291,0.0799999999999272,0.0100000000002183
"num.trees",65,"sample.fraction",0.73,616864111.281508,0.069999999999709,0.0200000000004366
"num.trees",65,"sample.fraction",0.74,575152870.411297,0.0800000000017462,0.0100000000002183
"num.trees",65,"sample.fraction",0.75,546398593.544422,0.0799999999999272,0.0300000000006548
"num.trees",65,"sample.fraction",0.76,625842213.130678,0.0799999999999272,0.0299999999988358
"num.trees",65,"sample.fraction",0.77,581491876.918899,0.0799999999999272,0.0200000000004366
"num.trees",65,"sample.fraction",0.78,588489791.199676,0.0900000000001455,0.0300000000006548
"num.trees",65,"sample.fraction",0.79,551596443.121988,0.0800000000017462,0.0100000000002183
"num.trees",65,"sample.fraction",0.8,555601199.360227,0.0900000000001455,0.0300000000006548
"num.trees",65,"sample.fraction",0.81,527587599.706262,0.0799999999999272,0.0199999999986176
"num.trees",65,"sample.fraction",0.82,566612696.742542,0.100000000000364,0.0200000000004366
"num.trees",65,"sample.fraction",0.83,580713796.197708,0.0799999999999272,0.0200000000004366
"num.trees",65,"sample.fraction",0.84,576032331.138692,0.070000000001528,0.0200000000004366
"num.trees",65,"sample.fraction",0.85,558304997.165905,0.0799999999999272,0.0200000000004366
"num.trees",65,"sample.fraction",0.86,580105317.532234,0.069999999999709,0.0299999999988358
"num.trees",65,"sample.fraction",0.87,535170962.022811,0.0599999999994907,0.0100000000002183
"num.trees",65,"sample.fraction",0.88,563412228.984039,0.0799999999999272,0.0400000000008731
"num.trees",65,"sample.fraction",0.89,610084722.913967,0.069999999999709,0.0100000000002183
"num.trees",65,"sample.fraction",0.9,544657188.28875,0.0799999999999272,0.0100000000002183
"num.trees",65,"sample.fraction",0.91,550887904.59178,0.0799999999999272,0.0400000000008731
"num.trees",65,"sample.fraction",0.92,573982955.000371,0.069999999999709,0.0100000000002183
"num.trees",65,"sample.fraction",0.93,632157425.22295,0.0799999999999272,0.0100000000002183
"num.trees",65,"sample.fraction",0.94,552755258.019032,0.0799999999999272,0.0400000000008731
"num.trees",65,"sample.fraction",0.95,542874158.303706,0.069999999999709,0.0100000000002183
"num.trees",65,"sample.fraction",0.96,532110185.261575,0.0799999999999272,0.0300000000006548
"num.trees",65,"sample.fraction",0.97,532603645.583999,0.0799999999999272,0.0200000000004366
"num.trees",65,"sample.fraction",0.98,557672903.461417,0.0899999999983265,0.0200000000004366
"num.trees",65,"sample.fraction",0.99,557837504.853005,0.0900000000001455,0.0299999999988358
"num.trees",65,"sample.fraction",1,550318746.48889,0.0900000000001455,0.0200000000004366
"num.trees",66,"sample.fraction",0.01,1722227160.4308,0.0400000000008731,0.0199999999986176
"num.trees",66,"sample.fraction",0.02,1212227467.52541,0.0300000000006548,0.0100000000002183
"num.trees",66,"sample.fraction",0.03,1071564452.37317,0.0300000000006548,0.0200000000004366
"num.trees",66,"sample.fraction",0.04,965992602.538534,0.0299999999988358,0.0200000000004366
"num.trees",66,"sample.fraction",0.05,935045287.891961,0.0300000000006548,0.0200000000004366
"num.trees",66,"sample.fraction",0.06,876195023.043278,0.0400000000008731,0.0199999999986176
"num.trees",66,"sample.fraction",0.07,911859952.365724,0.0499999999992724,0.0100000000002183
"num.trees",66,"sample.fraction",0.08,809222224.714877,0.0300000000006548,0.00999999999839929
"num.trees",66,"sample.fraction",0.09,774763510.473998,0.0300000000006548,0.0300000000006548
"num.trees",66,"sample.fraction",0.1,774353901.99185,0.0499999999992724,0.0100000000002183
"num.trees",66,"sample.fraction",0.11,758826817.792018,0.0300000000006548,0.0100000000002183
"num.trees",66,"sample.fraction",0.12,777431037.575338,0.0299999999988358,0.0300000000006548
"num.trees",66,"sample.fraction",0.13,742494023.194998,0.0500000000010914,0.0100000000002183
"num.trees",66,"sample.fraction",0.14,744461527.323365,0.0399999999990541,0.0200000000004366
"num.trees",66,"sample.fraction",0.15,786534210.998649,0.0400000000008731,0.0200000000004366
"num.trees",66,"sample.fraction",0.16,736907412.717269,0.0399999999990541,0.0200000000004366
"num.trees",66,"sample.fraction",0.17,692714112.416668,0.0500000000010914,0.0100000000002183
"num.trees",66,"sample.fraction",0.18,719212655.783683,0.0299999999988358,0.0100000000002183
"num.trees",66,"sample.fraction",0.19,683207734.919268,0.0400000000008731,0.0200000000004366
"num.trees",66,"sample.fraction",0.2,725108538.523236,0.0499999999992724,0.00999999999839929
"num.trees",66,"sample.fraction",0.21,700113437.573186,0.0499999999992724,0.0100000000002183
"num.trees",66,"sample.fraction",0.22,716912305.843133,0.0400000000008731,0.0199999999986176
"num.trees",66,"sample.fraction",0.23,654783093.05682,0.0499999999992724,0.0200000000004366
"num.trees",66,"sample.fraction",0.24,665793267.881059,0.0400000000008731,0.0300000000006548
"num.trees",66,"sample.fraction",0.25,742930653.056974,0.0500000000010914,0.0200000000004366
"num.trees",66,"sample.fraction",0.26,686046409.550313,0.0400000000008731,0.0100000000002183
"num.trees",66,"sample.fraction",0.27,669758663.798708,0.0499999999992724,0.0199999999986176
"num.trees",66,"sample.fraction",0.28,711476098.161157,0.0599999999994907,0.00999999999839929
"num.trees",66,"sample.fraction",0.29,662569177.741154,0.0499999999992724,0.0200000000004366
"num.trees",66,"sample.fraction",0.3,690738630.757045,0.0599999999994907,0.0200000000004366
"num.trees",66,"sample.fraction",0.31,663834086.58181,0.0600000000013097,0.0100000000002183
"num.trees",66,"sample.fraction",0.32,652456121.25545,0.0500000000010914,0.0200000000004366
"num.trees",66,"sample.fraction",0.33,614372782.845336,0.0599999999994907,0.0299999999988358
"num.trees",66,"sample.fraction",0.34,643677328.552703,0.0499999999992724,0.0299999999988358
"num.trees",66,"sample.fraction",0.35,646309372.532193,0.0599999999994907,0.0100000000002183
"num.trees",66,"sample.fraction",0.36,615531984.21016,0.0500000000010914,0.0400000000008731
"num.trees",66,"sample.fraction",0.37,684356851.86885,0.0399999999990541,0.0300000000006548
"num.trees",66,"sample.fraction",0.38,642038615.462309,0.0599999999994907,0.0400000000008731
"num.trees",66,"sample.fraction",0.39,633638388.252249,0.070000000001528,0.0100000000002183
"num.trees",66,"sample.fraction",0.4,651336205.726592,0.0399999999990541,0.0299999999988358
"num.trees",66,"sample.fraction",0.41,638233675.266209,0.069999999999709,0.0300000000006548
"num.trees",66,"sample.fraction",0.42,701019457.058829,0.0500000000010914,0.0300000000006548
"num.trees",66,"sample.fraction",0.43,628194298.294165,0.0599999999994907,0.0299999999988358
"num.trees",66,"sample.fraction",0.44,661065173.771656,0.0599999999994907,0.0200000000004366
"num.trees",66,"sample.fraction",0.45,666362069.646031,0.0500000000010914,0.0300000000006548
"num.trees",66,"sample.fraction",0.46,617475797.664588,0.0400000000008731,0.0299999999988358
"num.trees",66,"sample.fraction",0.47,605663777.383515,0.069999999999709,0.0100000000002183
"num.trees",66,"sample.fraction",0.48,603020795.019192,0.0599999999994907,0.0100000000002183
"num.trees",66,"sample.fraction",0.49,609979106.727371,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.5,638309178.842783,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.51,598308518.367124,0.070000000001528,0.0200000000004366
"num.trees",66,"sample.fraction",0.52,606435751.738522,0.069999999999709,0.0300000000006548
"num.trees",66,"sample.fraction",0.53,590373802.162022,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.54,609415916.568416,0.070000000001528,0.0200000000004366
"num.trees",66,"sample.fraction",0.55,576739782.222643,0.069999999999709,0.0200000000004366
"num.trees",66,"sample.fraction",0.56,581091872.942227,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.57,628080688.314638,0.070000000001528,0.0200000000004366
"num.trees",66,"sample.fraction",0.58,564559164.174069,0.0600000000013097,0.0100000000002183
"num.trees",66,"sample.fraction",0.59,630302875.711114,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.6,605777218.782535,0.0599999999994907,0.0299999999988358
"num.trees",66,"sample.fraction",0.61,598677835.948839,0.0599999999994907,0.00999999999839929
"num.trees",66,"sample.fraction",0.62,608954200.131867,0.0599999999994907,0.0200000000004366
"num.trees",66,"sample.fraction",0.63,588006831.85475,0.0799999999999272,0.0200000000004366
"num.trees",66,"sample.fraction",0.64,567384970.409448,0.0600000000013097,0.0300000000006548
"num.trees",66,"sample.fraction",0.65,582844774.920506,0.069999999999709,0.0200000000004366
"num.trees",66,"sample.fraction",0.66,592040024.983977,0.0599999999994907,0.0299999999988358
"num.trees",66,"sample.fraction",0.67,606685039.446935,0.0799999999999272,0.0199999999986176
"num.trees",66,"sample.fraction",0.68,626796486.242448,0.0599999999994907,0.00999999999839929
"num.trees",66,"sample.fraction",0.69,545755043.646072,0.0599999999994907,0.0100000000002183
"num.trees",66,"sample.fraction",0.7,571075246.515588,0.0599999999994907,0.0300000000006548
"num.trees",66,"sample.fraction",0.71,565826830.97535,0.0599999999994907,0.0300000000006548
"num.trees",66,"sample.fraction",0.72,599631487.57149,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.73,615763868.770673,0.0600000000013097,0.0200000000004366
"num.trees",66,"sample.fraction",0.74,577691780.037558,0.0800000000017462,0.0300000000006548
"num.trees",66,"sample.fraction",0.75,543077762.193967,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.76,625280379.684873,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.77,585137441.406569,0.0900000000001455,0.0200000000004366
"num.trees",66,"sample.fraction",0.78,590563013.548748,0.0900000000001455,0.0200000000004366
"num.trees",66,"sample.fraction",0.79,547479608.279504,0.100000000000364,0.0300000000006548
"num.trees",66,"sample.fraction",0.8,554166291.455387,0.0799999999999272,0.0100000000002183
"num.trees",66,"sample.fraction",0.81,525547526.24473,0.0900000000001455,0.0299999999988358
"num.trees",66,"sample.fraction",0.82,568694215.655429,0.0900000000001455,0.0300000000006548
"num.trees",66,"sample.fraction",0.83,580259896.640192,0.069999999999709,0.0200000000004366
"num.trees",66,"sample.fraction",0.84,573407087.366287,0.0800000000017462,0.0200000000004366
"num.trees",66,"sample.fraction",0.85,555883943.506957,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.86,578381032.650067,0.069999999999709,0.0200000000004366
"num.trees",66,"sample.fraction",0.87,535869655.375974,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.88,560478457.270365,0.0799999999999272,0.0200000000004366
"num.trees",66,"sample.fraction",0.89,606672469.529809,0.0799999999999272,0.0200000000004366
"num.trees",66,"sample.fraction",0.9,540600924.954895,0.0799999999999272,0.0200000000004366
"num.trees",66,"sample.fraction",0.91,553298299.335898,0.0799999999999272,0.0200000000004366
"num.trees",66,"sample.fraction",0.92,574462603.54772,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.93,624826954.234226,0.0900000000001455,0.0200000000004366
"num.trees",66,"sample.fraction",0.94,554823647.550717,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.95,546593680.615767,0.0799999999999272,0.0300000000006548
"num.trees",66,"sample.fraction",0.96,528079821.362405,0.069999999999709,0.0200000000004366
"num.trees",66,"sample.fraction",0.97,527433148.552094,0.100000000000364,0.0199999999986176
"num.trees",66,"sample.fraction",0.98,555166221.280422,0.100000000000364,0.0300000000006548
"num.trees",66,"sample.fraction",0.99,556168101.630532,0.109999999998763,0.0300000000006548
"num.trees",66,"sample.fraction",1,549870443.395025,0.0900000000001455,0.0100000000002183
"num.trees",67,"sample.fraction",0.01,1710137785.97347,0.0299999999988358,0.0200000000004366
"num.trees",67,"sample.fraction",0.02,1210628307.77008,0.0300000000006548,0.0300000000006548
"num.trees",67,"sample.fraction",0.03,1062481257.98596,0.0300000000006548,0.0299999999988358
"num.trees",67,"sample.fraction",0.04,969712941.395804,0.0299999999988358,0.0400000000008731
"num.trees",67,"sample.fraction",0.05,932386583.819121,0.0300000000006548,0.0100000000002183
"num.trees",67,"sample.fraction",0.06,874519293.696515,0.0299999999988358,0.0200000000004366
"num.trees",67,"sample.fraction",0.07,911537806.072768,0.0400000000008731,0.0400000000008731
"num.trees",67,"sample.fraction",0.08,807429978.977245,0.0499999999992724,0.0100000000002183
"num.trees",67,"sample.fraction",0.09,775473458.89511,0.0300000000006548,0.0100000000002183
"num.trees",67,"sample.fraction",0.1,770781935.902562,0.0299999999988358,0.0300000000006548
"num.trees",67,"sample.fraction",0.11,764531442.973833,0.0500000000010914,0.0300000000006548
"num.trees",67,"sample.fraction",0.12,775702793.798801,0.0299999999988358,0.0299999999988358
"num.trees",67,"sample.fraction",0.13,739667800.568916,0.0500000000010914,0.0200000000004366
"num.trees",67,"sample.fraction",0.14,745870566.358105,0.0299999999988358,0.0300000000006548
"num.trees",67,"sample.fraction",0.15,785543331.450121,0.0500000000010914,0.0100000000002183
"num.trees",67,"sample.fraction",0.16,738692822.739405,0.0299999999988358,0.0100000000002183
"num.trees",67,"sample.fraction",0.17,690843806.177581,0.0300000000006548,0.0200000000004366
"num.trees",67,"sample.fraction",0.18,717328101.903496,0.0299999999988358,0.00999999999839929
"num.trees",67,"sample.fraction",0.19,681232353.151742,0.0300000000006548,0.0300000000006548
"num.trees",67,"sample.fraction",0.2,729726559.932165,0.0499999999992724,0.0100000000002183
"num.trees",67,"sample.fraction",0.21,693686235.739803,0.0399999999990541,0.0200000000004366
"num.trees",67,"sample.fraction",0.22,707633923.001682,0.0500000000010914,0.0199999999986176
"num.trees",67,"sample.fraction",0.23,651676810.080853,0.0300000000006548,0.0100000000002183
"num.trees",67,"sample.fraction",0.24,664584819.185607,0.0500000000010914,0.0200000000004366
"num.trees",67,"sample.fraction",0.25,744110431.504614,0.0499999999992724,0.0199999999986176
"num.trees",67,"sample.fraction",0.26,684770901.622983,0.0499999999992724,0.0100000000002183
"num.trees",67,"sample.fraction",0.27,672206734.286766,0.0599999999994907,0.0300000000006548
"num.trees",67,"sample.fraction",0.28,712918870.885515,0.0500000000010914,0.0300000000006548
"num.trees",67,"sample.fraction",0.29,659374205.875082,0.0500000000010914,0.0200000000004366
"num.trees",67,"sample.fraction",0.3,691128404.450436,0.0500000000010914,0.0300000000006548
"num.trees",67,"sample.fraction",0.31,666476603.303551,0.0599999999994907,0.0200000000004366
"num.trees",67,"sample.fraction",0.32,650445794.205252,0.0499999999992724,0.0199999999986176
"num.trees",67,"sample.fraction",0.33,616518642.555615,0.069999999999709,0.0299999999988358
"num.trees",67,"sample.fraction",0.34,644360556.190595,0.0400000000008731,0.0300000000006548
"num.trees",67,"sample.fraction",0.35,647307170.03571,0.069999999999709,0.0200000000004366
"num.trees",67,"sample.fraction",0.36,617205408.467346,0.0399999999990541,0.0200000000004366
"num.trees",67,"sample.fraction",0.37,684232945.728729,0.0500000000010914,0.0300000000006548
"num.trees",67,"sample.fraction",0.38,638624866.012633,0.0599999999994907,0.0199999999986176
"num.trees",67,"sample.fraction",0.39,635880475.391953,0.0499999999992724,0.0300000000006548
"num.trees",67,"sample.fraction",0.4,653698814.190615,0.0600000000013097,0.0300000000006548
"num.trees",67,"sample.fraction",0.41,634919892.268798,0.0599999999994907,0.0199999999986176
"num.trees",67,"sample.fraction",0.42,702795005.107044,0.069999999999709,0.0100000000002183
"num.trees",67,"sample.fraction",0.43,633082245.368954,0.0400000000008731,0.0300000000006548
"num.trees",67,"sample.fraction",0.44,659558764.005036,0.0600000000013097,0.0100000000002183
"num.trees",67,"sample.fraction",0.45,668013915.559353,0.0400000000008731,0.0100000000002183
"num.trees",67,"sample.fraction",0.46,617648812.354456,0.0499999999992724,0.0199999999986176
"num.trees",67,"sample.fraction",0.47,606941535.191481,0.0499999999992724,0.0200000000004366
"num.trees",67,"sample.fraction",0.48,599611474.682185,0.0500000000010914,0.0100000000002183
"num.trees",67,"sample.fraction",0.49,613819234.886531,0.0600000000013097,0.0300000000006548
"num.trees",67,"sample.fraction",0.5,637643439.46169,0.070000000001528,0.0200000000004366
"num.trees",67,"sample.fraction",0.51,601491740.31802,0.069999999999709,0.0300000000006548
"num.trees",67,"sample.fraction",0.52,608524398.231438,0.0600000000013097,0.0300000000006548
"num.trees",67,"sample.fraction",0.53,593113009.054395,0.070000000001528,0.0200000000004366
"num.trees",67,"sample.fraction",0.54,608130848.269378,0.069999999999709,0.0200000000004366
"num.trees",67,"sample.fraction",0.55,578025676.503825,0.0599999999994907,0.0100000000002183
"num.trees",67,"sample.fraction",0.56,573917593.529406,0.0599999999994907,0.0100000000002183
"num.trees",67,"sample.fraction",0.57,631303420.928703,0.0799999999999272,0.0400000000008731
"num.trees",67,"sample.fraction",0.58,569458377.282511,0.0599999999994907,0.0299999999988358
"num.trees",67,"sample.fraction",0.59,635273951.306624,0.069999999999709,0.0299999999988358
"num.trees",67,"sample.fraction",0.6,604755791.107495,0.0599999999994907,0.0300000000006548
"num.trees",67,"sample.fraction",0.61,604648759.512033,0.0600000000013097,0.0300000000006548
"num.trees",67,"sample.fraction",0.62,609580807.164423,0.0600000000013097,0.0300000000006548
"num.trees",67,"sample.fraction",0.63,590852241.388593,0.070000000001528,0.0100000000002183
"num.trees",67,"sample.fraction",0.64,570526253.586921,0.0599999999994907,0.0299999999988358
"num.trees",67,"sample.fraction",0.65,586949606.973378,0.0599999999994907,0.0100000000002183
"num.trees",67,"sample.fraction",0.66,585771697.969199,0.0599999999994907,0.0300000000006548
"num.trees",67,"sample.fraction",0.67,605485134.988131,0.0799999999999272,0.0100000000002183
"num.trees",67,"sample.fraction",0.68,623769974.543006,0.0600000000013097,0.0200000000004366
"num.trees",67,"sample.fraction",0.69,548824667.167409,0.0599999999994907,0.0299999999988358
"num.trees",67,"sample.fraction",0.7,568234725.7298,0.069999999999709,0.0199999999986176
"num.trees",67,"sample.fraction",0.71,566572273.950468,0.0599999999994907,0.0299999999988358
"num.trees",67,"sample.fraction",0.72,601555063.763644,0.0799999999999272,0.0200000000004366
"num.trees",67,"sample.fraction",0.73,618839958.903201,0.0599999999994907,0.0200000000004366
"num.trees",67,"sample.fraction",0.74,580232026.418493,0.100000000000364,0.0300000000006548
"num.trees",67,"sample.fraction",0.75,541283364.041487,0.0900000000001455,0.0300000000006548
"num.trees",67,"sample.fraction",0.76,628460765.661903,0.0799999999999272,0.0299999999988358
"num.trees",67,"sample.fraction",0.77,581515226.176471,0.0799999999999272,0.0299999999988358
"num.trees",67,"sample.fraction",0.78,590528909.460092,0.0900000000001455,0.0300000000006548
"num.trees",67,"sample.fraction",0.79,549856801.05856,0.0800000000017462,0.0100000000002183
"num.trees",67,"sample.fraction",0.8,556024439.582839,0.0799999999999272,0.0300000000006548
"num.trees",67,"sample.fraction",0.81,530394008.939743,0.100000000000364,0.0199999999986176
"num.trees",67,"sample.fraction",0.82,575072787.257953,0.100000000000364,0.0200000000004366
"num.trees",67,"sample.fraction",0.83,580432186.077518,0.069999999999709,0.0200000000004366
"num.trees",67,"sample.fraction",0.84,570978060.79389,0.0599999999994907,0.0200000000004366
"num.trees",67,"sample.fraction",0.85,554833871.741173,0.069999999999709,0.0100000000002183
"num.trees",67,"sample.fraction",0.86,583036457.334639,0.0799999999999272,0.0299999999988358
"num.trees",67,"sample.fraction",0.87,539027921.707028,0.0799999999999272,0.0200000000004366
"num.trees",67,"sample.fraction",0.88,561343635.025344,0.0799999999999272,0.0100000000002183
"num.trees",67,"sample.fraction",0.89,601966806.665583,0.0799999999999272,0.0300000000006548
"num.trees",67,"sample.fraction",0.9,539815827.647614,0.0799999999999272,0.0200000000004366
"num.trees",67,"sample.fraction",0.91,558247530.7377,0.0799999999999272,0.0100000000002183
"num.trees",67,"sample.fraction",0.92,579755367.33887,0.0799999999999272,0.0100000000002183
"num.trees",67,"sample.fraction",0.93,623613492.532576,0.0799999999999272,0.0400000000008731
"num.trees",67,"sample.fraction",0.94,556098390.06319,0.069999999999709,0.0199999999986176
"num.trees",67,"sample.fraction",0.95,543919953.705394,0.0799999999999272,0.0299999999988358
"num.trees",67,"sample.fraction",0.96,534368483.419501,0.0799999999999272,0.0200000000004366
"num.trees",67,"sample.fraction",0.97,528896345.193169,0.149999999999636,0.0200000000004366
"num.trees",67,"sample.fraction",0.98,558944851.803724,0.0799999999999272,0.0299999999988358
"num.trees",67,"sample.fraction",0.99,554690043.391304,0.0900000000001455,0.0300000000006548
"num.trees",67,"sample.fraction",1,553387926.116131,0.0799999999999272,0.0100000000002183
"num.trees",68,"sample.fraction",0.01,1719347990.20372,0.0299999999988358,0.0200000000004366
"num.trees",68,"sample.fraction",0.02,1208831995.00164,0.0300000000006548,0.0300000000006548
"num.trees",68,"sample.fraction",0.03,1053383343.06286,0.0299999999988358,0.00999999999839929
"num.trees",68,"sample.fraction",0.04,964918833.6486,0.0300000000006548,0.0300000000006548
"num.trees",68,"sample.fraction",0.05,924262390.270817,0.0300000000006548,0.0100000000002183
"num.trees",68,"sample.fraction",0.06,871785010.78556,0.0299999999988358,0.0299999999988358
"num.trees",68,"sample.fraction",0.07,913266559.243257,0.0299999999988358,0.0299999999988358
"num.trees",68,"sample.fraction",0.08,811872127.607906,0.0400000000008731,0.0200000000004366
"num.trees",68,"sample.fraction",0.09,778929281.057298,0.0299999999988358,0.0200000000004366
"num.trees",68,"sample.fraction",0.1,772027148.91317,0.0300000000006548,0.0199999999986176
"num.trees",68,"sample.fraction",0.11,764902461.984417,0.0299999999988358,0.0400000000008731
"num.trees",68,"sample.fraction",0.12,775412644.82811,0.0500000000010914,0.0199999999986176
"num.trees",68,"sample.fraction",0.13,738229139.189019,0.0300000000006548,0.0200000000004366
"num.trees",68,"sample.fraction",0.14,749757839.363013,0.0299999999988358,0.00999999999839929
"num.trees",68,"sample.fraction",0.15,783960336.899398,0.0300000000006548,0.0300000000006548
"num.trees",68,"sample.fraction",0.16,738332818.889834,0.0499999999992724,0.0100000000002183
"num.trees",68,"sample.fraction",0.17,691287767.17345,0.0300000000006548,0.0300000000006548
"num.trees",68,"sample.fraction",0.18,719134392.140156,0.0400000000008731,0.0299999999988358
"num.trees",68,"sample.fraction",0.19,681120343.217924,0.0400000000008731,0.0200000000004366
"num.trees",68,"sample.fraction",0.2,723064573.500072,0.0299999999988358,0.00999999999839929
"num.trees",68,"sample.fraction",0.21,694689066.465971,0.0300000000006548,0.0100000000002183
"num.trees",68,"sample.fraction",0.22,704280578.557108,0.0499999999992724,0.0299999999988358
"num.trees",68,"sample.fraction",0.23,650944628.746481,0.0399999999990541,0.0200000000004366
"num.trees",68,"sample.fraction",0.24,667864715.364882,0.0500000000010914,0.0100000000002183
"num.trees",68,"sample.fraction",0.25,750528441.078757,0.0500000000010914,0.0300000000006548
"num.trees",68,"sample.fraction",0.26,686465544.015707,0.0599999999994907,0.0299999999988358
"num.trees",68,"sample.fraction",0.27,672227517.774054,0.0499999999992724,0.0199999999986176
"num.trees",68,"sample.fraction",0.28,713575026.066229,0.0599999999994907,0.0200000000004366
"num.trees",68,"sample.fraction",0.29,662636262.435178,0.0499999999992724,0.0300000000006548
"num.trees",68,"sample.fraction",0.3,681434887.759426,0.0500000000010914,0.0200000000004366
"num.trees",68,"sample.fraction",0.31,669173472.121067,0.070000000001528,0.0300000000006548
"num.trees",68,"sample.fraction",0.32,651008585.143902,0.0600000000013097,0.0300000000006548
"num.trees",68,"sample.fraction",0.33,616731551.543992,0.069999999999709,0.0299999999988358
"num.trees",68,"sample.fraction",0.34,641808381.264401,0.0799999999999272,0.0100000000002183
"num.trees",68,"sample.fraction",0.35,647501947.254874,0.0400000000008731,0.0299999999988358
"num.trees",68,"sample.fraction",0.36,619838179.097305,0.0499999999992724,0.0300000000006548
"num.trees",68,"sample.fraction",0.37,680465529.202277,0.0400000000008731,0.0200000000004366
"num.trees",68,"sample.fraction",0.38,634869700.558958,0.0499999999992724,0.0299999999988358
"num.trees",68,"sample.fraction",0.39,636001098.601791,0.0499999999992724,0.0200000000004366
"num.trees",68,"sample.fraction",0.4,657155938.980637,0.0500000000010914,0.0300000000006548
"num.trees",68,"sample.fraction",0.41,635807035.258158,0.0599999999994907,0.0199999999986176
"num.trees",68,"sample.fraction",0.42,703183971.104234,0.0499999999992724,0.0300000000006548
"num.trees",68,"sample.fraction",0.43,633401890.392772,0.0600000000013097,0.0200000000004366
"num.trees",68,"sample.fraction",0.44,659214740.553367,0.0599999999994907,0.0199999999986176
"num.trees",68,"sample.fraction",0.45,665176928.321657,0.0499999999992724,0.0300000000006548
"num.trees",68,"sample.fraction",0.46,610414488.962093,0.0600000000013097,0.0200000000004366
